id	age	sex	marital	children	educ	source	smoke	smokenum	lotr1	lotr2	lotr3	lotr4	lotr5	lotr6	mastery1	mastery2	mastery3	mastery4	mastery5	mastery6	mastery7	panas1	panas2	panas3	panas4	panas5	panas6	panas7	panas8	panas9	panas10	panas11	panas12	panas13	panas14	panas15	panas16	panas17	panas18	panas19	panas20	swls1	swls2	swls3	swls4	swls5	pss1	pss2	pss3	pss4	pss5	pss6	pss7	pss8	pss9	pss10	rses1	rses2	rses3	rses4	rses5	rses6	rses7	rses8	rses9	rses10
387	40	male	married first time	yes	graduate degree	work	no	0	3	2	4	2	2	5	2	3	1	1	3	1	1	4	3	1	4	3	4	3	2	3	1	2	4	3	1	3	2	4	3	2	2	5	5	5	5	5	1	2	3	4	4	3	3	4	3	2	4	4	1	3	1	3	2	3	2	3
388	45	female	married first time	yes	some secondary school	work	no	0	2	1	3	5	1	5	3	3	1	2	1	1	3	2	4	1	2	1	4	3	3	3	3	3	2	4	1	2	1	2	4	2	1	5	4	4	4	6	3	2	3	4	4	3	3	3	4	3	4	4	1	2	4	4	2	1	1	1
389	36	female	married first time	yes	some additional training	children	no	0	4	2	4	1	2	5	2	4	2	2	4	3	2	2	2	1	2	1	3	5	4	4	1	4	2	3	1	2	1	3	3	2	1	4	4	4	4	4	2	3	2	3	3	4	4	4	3	3	3	3	1	3	1	3	3	3	3	1
390	31	female	married first time	yes	high school	children	no	0	1	3	2	4	2	5	1	4	4	4	1	3	1	5	5	1	5	4	2	5	4	4	1	3	4	2	1	4	1	4	2	1	1	2	2	3	7	1	2	4	4	4	2	2	5	4	3	2	4	1	4	1	3	1	1	4	1	1
391	32	male	single	no	graduate degree	work	yes	40	3	1	5	3	3	4	2	3	2	1	4	1	2	3	2	1	4	1	5	3	2	4	3	3	1	2	1	3	1	2	4	2	1	3	4	5	3	1	4	3	3	4	4	2	3	3	4	2	4	4	1	3	1	4	4	1	1	1
392	50	female	married first time	yes	some additional training	work	no	0	3	3	4	3	3	4	1	3	2	4	4	2	3	4	2	1	3	1	1	5	1	3	2	3	1	4	2	4	3	4	3	3	1	7	5	6	7	5	3	2	3	4	3	3	4	3	2	1										
393	42	female	married first time	yes	some secondary school	family	no	0	2	2	3	2	1	5	1	4	2	2	3	1	1	4	2	2	3	1	3	3	2	3	3	2	3	3	1	4	1	3	3	1	1	5	5	5	6	5	3	2	3	3	4	3	4	4	4	3	4	4	2	3	2	3	3	2	2	1
394	29	female	steady relationship	no	undergraduate degree	work	yes	3	3	2	3	2	1	4	1	4	2	2	4	2	3	4	4	1	3	1	4	3	3	4	1	2	4	4	1	4	1	4	4	2	1	5	5	4	5	5	3	2	3	5	4	3	4	4	3	2	4	4	1	3	1	4	4	1	3	3
395	31	male	living with partner	no	graduate degree	work	no	0	3	2	3	2	4	3	2	3	2	2	3	2	1	3	1	2	3	1	4	4	1	4	1	2	3	3	2	4	2	4	3	4	2	5	5	5	6	5	2	2	3	4	3	2	4	3	2	2	3	4	1	4	1	4	4	1	1	1
396	27	female	living with partner	no	undergraduate degree	work	no	0	4	2	4	2	2	4	2	3	2	1	4	1	1	4	1	2	3	1	4	3	3	3	1	2	2	2	1	5	2	3	3	2	1	5	6	6	6	6	2	2	3	4	4	3	4	3	3	2	4	4	1	4	1	3	3	2	2	1
397	31	male	single	no	high school	work	no	0	3	3	3	2	2	4	3	3	2	1	3	1	2	4	3	1	5	1	3	4	1	3	2	3	1	3	1	4	1	3	3	1	1	3	3	3	3	2	3	3	2	4	4	3	4	4	3	2	4	4	2	4	2	4	4	2	1	1
398	78	female	widowed	no	high school	life in general	no	0	4	1	4	1	1	4	3	3	2	4	4	4	2	4	2	2	5	1	2	4	1	1	1	1	2	3	2	4	1	4	4	3	1	4	6	4	5	7	3	3	3	4	4	1	4	4	3	3	4	4	1	3	4	4	4	1	1	1
399	27	female	living with partner	no	undergraduate degree	work	no	0	4	3	4	3	2	3	3	3	2	2	4	2	1	5	2	1	2	3	4	4	2	3	1	3	3	3	1	4	2	4	4	2	1	5	5	6	6	6	3	3	4	3	4	2	3	3	3	2	4	3	2	3	1	3	3	2	2	3
400	28	female	married first time	no	some secondary school	work	no	0	2	2	3	2	3	1	2	4	1	1	1	2	3	4	2	2	4	1	2	4	3	4	2	2	2	3	1	5	1	3	2	2	1	5	6	5	4	4	2	3	4	3	4	3	2	5	3	3	3	3	2	3	3	4	2	2	2	2
401	42	male	married first time	yes	high school	work	no	0	4	2	4	1	1	5	2	4	3	2	4	2	3	4	2	1	4	2	3	3	1	3	2	2	4	3	1	2	1	4	3	2	1	5	5	6	7	6	3	2	2	4	4	3	3	4	4	2	4	4	1	4	1	4	4	2	2	2
402	42	female	separated	no	graduate degree	money/finances	yes	7	4	1	1	5	4	5	3	4	3	4	1	4	4	3	3	1	4	1	5	5	2	5	3	1	2	1	1	2	1	3	3	1	1	5	5	1	4	5	3	5	3	5	4	2	5	4	3	3	4	4	1	1	1	1	2	4	4	4
403	34	female	married first time	yes	high school	family	no	0	4	3	4	2	2	4	2	4	2	1	4	2	2	4	3	1	4	1	2	4	2	4	2	1	3	3	1	4	1	4	4	2	1	6	6	6	6	6	2	2	3	4	4	3	4	4	3	2	4	4	1	4	1	4	4	1	1	1
404	21	female	steady relationship	no	undergraduate degree	friendships	no	0	5	2	4	2	1	5	1	4	3	1	4	4	4	5	2	2	4	1	4	4	1	3	2	3	2	2	2	3	1	3	4	5	4	7	7	7	7	7	3	5	4	4	5	1	3	3	5	3	4	4	1	4	1	4	4	2	4	3
405	33	female	single	no	some additional training	work	no	0	3	2	3	3	1	4	1	4	3	1	4	1	2	3	1	1	3	1	4	5	2	3	1	2	2	3	1	5	4	3	3	1	1	4	5	5	2	2	3	3	3	4	4	2	4	4	3	2	3	4	1	4	1	3	3	1	1	3
406	28	female	living with partner	no	some additional training	work	no	0	4	3	4	1	1	4	2	4	2	2	4	1	1	5	2	1	3	1	5	4	2	4	1	4	3	3	1	3	2	3	3	1	1	5	5	5	6	4	2	2	3	4	4	3	3	4	2	2	4	4	1	4	1	3	3	1	1	1
407	23	female	steady relationship	no	undergraduate degree	work	no	0	3	3	4	2	4	4	2	3	1	1	3	1	1	5	3	2	3	1	4	5	2	3	2	2	3	4	1	4	2	3	4	2	1	5	4	6	5	4	3	3	3	4	4	3	3	4	3	2	4	4	1	4	1	3	3	2	2	1
408	21	female	single	no	undergraduate degree	money/finances	no	0	3	3	3	3	2	4	1	4	1	1	4	2	2	3	2	1	3	1	3	4	1	3	2	2	3	3	2	3	2	3	3	3	2	2	2	5	5	5	2	2	4	4	3	2	4	4	3	3	4	4	1	3	1	4	3	2	1	1
409	38	female	married first time	yes	some additional training	family	no	0	3	2	3	2	2	3	2	3	2	2	4	1	1	4	3	2	4	1	3	4	3	4	1	3	2	2	2	3	2	3	3	2	1	4	4	4	5	3	3	2	3	4	3	2	3	3	3	1	3	3	2	3	2	3	3	1	2	1
410	21	female	single	no	undergraduate degree	work	no	0	3	2	3	3	3	3	2	3	3	3	3	3	3	4	3	2	3	1	4	4	3	2	2	2	4	4	2	4	2	4	4	2	2	3	5	5	5	5	3	3	3	4	4	3	4	4	3	3	3	3	2	3	2	3	3	3	3	4
411	22	male	single	no	high school	life in general	no	0	4	2	4	2	2	4	2	3	1	2	4	2	2	3	2	1	4	2	4	3	2	3	2	2	4	4	2	3	3	3	3	3	3	4	5	5	5	1	3	3	4	4	4	3	4	4	3	2	4	4	2	3	2	3	3	3	3	3
412	28	male	living with partner	no	some additional training		no	0	5	1	3	4	3	4	3	4	3	1	4	1	2	3	3	2	4	2	5	4	3	4	1	2	2	3	2	4	2	4	4	2	1	6	6	5	5	3	4	2	3	4	4	1	2	4	3	2	4	4	1	4	1	2	3	2	1	3
413	45	female	married first time	yes	graduate degree	work	no	0	2	3	4	2	2	4	1	4	3	1	4	1	2	4	4	2	2	1	5	3	3	4	2	3	3	3	1	3	2	4	5	3	1	5	5	5	3	1	3	3	4	4	4	2	3	4	5	2	4	3	1	4	2	2	2	2	3	2
414	23	male	single	no	graduate degree	work	no	0	3	3	4	4	4	4	2	4	1	1	3	1	2	4	2	1	3	1	4	5	1	3	3	3	3	3	1	4	3	4	4	1	1	6	7	6	6	7	4	2	4	4	3	2	4	4	3	2	4	4	1	4	1	4	4	1	1	1
415	23	female	steady relationship	no	graduate degree	health/illness	no	0	2	2	2	2	3	2	2	3	2	2	3	2	2	3	4	2	3	1	3	2	2	3	2	4	3	3	2	4	1	3	3	3	1	4	4	4	4	4	3	3	4	3	3	2	2	4	2	2	4	4	1	3	3	3	3	3	3	1
416	25	female	single	no	some additional training	work	no	0	3	3	3	3	2	4	1	3	2	3	3	2	2	4	3	2	2	1	2	3	2	1	1	3	3	4	2	4	2	4	3	2	1	2	3	3	2	1	3	3	4	3	4	2	3	3	3	2	3	3	2	3	3	1	1	4	4	2
417	35	female	single	no	graduate degree	work	no	0	4	2	5	2	1	5	2	4	2	1	4	1	1	4	4	2	2	1	5	3	3	3	2	3	2	3	2	3	1	3	3	4	1	5	6	5	6	5	5	5	4	5	3	2	5	3	4	1	4	4	1	4	1	3	4	1	4	4
418	21	male	single	no	high school	work	no	0	4	3	4	3	3	3	2	4	2	2	4	2	2	4	1	1	4	1	3	3	2	4	2	2	4	3	1	4	2	4	4	3	2	5	4	5	4	5	2	3	2	4	3	2	3	3	3	2	3	3	2	4	2	3	3	2	3	2
419	40	female	remarried	no	undergraduate degree	work	no	0	3	4	3	4	2	4	2	3	1	2	3	4	2	3	1	2	4	1	4	5	2	3	2	2	2	3	1	4	1	3	3	2	2	5	6	6	6	4	3	2	3	3	4	3	4	4	2	3	3	4	1	3	1	3	3	4	3	2
420	35	female	married first time	yes	some additional training		yes	100	5	1	4	1	1	5	3	3	2	2	4	3	2	3	3	1	3	1	2	4	1	3	2	2	4	4	1	4	2	4	4	2	1	6	6	6	6	6	3	3	2	4	3	3	3	3	2	1	4	4	1	4	1	4	4	4	1	1
421	26	male	single	no	undergraduate degree	work	no	0	3	3	2	4	4	2	2	3	2	1	4	2	1	3	2	2	3	2	4	5	2	4	3	2	3	2	2	4	1	4	3	3	3	5	4	6	5	7	2	5	3	5	3	5	5	3	2	3	4	4	2	3	1	3	3	4	4	2
422	48	male	divorced	no	undergraduate degree	work	yes	140	3	4	3	2	2	2	2	3	1	1	4	2	2	4	4	2	3	1	4	4	3	4	1	1	3	4	2	3	1	4	4	2	2	4	3	5	3	4	3	2	4	5	3	3	4	4	3	3	4	4	1	3	1	3	4	3	2	1
423	54	male	married first time	yes	graduate degree	work	no	0	3	2	3	2	2	4	2	3	2	2	3	2	3	4	3	1	2	1	4	4	2	3	3	4	4	3	1	2	1	4	3	2	2	5	5	5	6	3	3	2	4	4	4	4	3	3	3	3	4	4	1	4	1	3	3	1	1	1
424	36	female	married first time	yes	undergraduate degree		no	0	4	3	5	3	2	5	4	3	1	4	4	1	2	4	4	1	4	1	5	4	3	4	2	2	2	4	1	1	1	3	2	3	4	4	4	5	6	4	4	3	4	4	3	2	4	3	2	2	4	4	1	3	1	4	4	1	1	1
425	48	female	divorced	no	some additional training	children			3	2	4	5	2	5	2	4	4	3	4	3	1	2	2	1	3	1	4	2	4	3	4	4	4	3	1	4	1	3	3	2	1	5	5	5	3	1	3	3	3	4	4	3	2	4	4	3	4	4	1	4	1	3	3	3	3	1
426	35	female	single	no	some additional training	work	yes	100	3	3	3	3	3	3	2	3	2	2	3	2	3	4	3	2	3	1	4	3	3	3	2	2	2	4	2	3	1	3	4	3	3	4	4	4	2	2	3	2	4	3	3	3	3	3	3	2	4	4	2	4	4	3	3	3	3	2
427	67	female	married first time	no	some secondary school	spouse/partner	no	0	3	2	4	2	1	3	2	4	3	3	2	3	3	3	4	1	3	1	3	5	3	2	1	2	3	5	2	2	1	4	5	1	1	4	3	4	5	4	3	3	3	4	3	3	4	3	1	2	4	4	1	4	1	4	3	1	2	1
428	47	female	remarried	yes	some additional training	work	no	0	3	1	4	3	1	3	2	3	2	2	3	3	3	4	2	1	4	1	3	3	1	3	2	3	2	4	2	3	4	4	3	2	1	6	6	4	7	4	3	3	3	3	4	3	3	4	3	3	3	3	1	3	1	3	3	2	3	2
429	21	female	single	no	undergraduate degree	work	no	0	3	3	4	2	2	4	2	3	2	2	3	2	2	4	3	2	3	2	4	4	2	3	1	2	3	3	2	4	1	3	4	2	2	5	6	5	5	5	3	2	3	4	3	2	4	3	3	2	3	4	1	3	1	3	3	1	1	1
430	24	male	steady relationship	no	undergraduate degree	money/finances	no	0	3	3	5	3	4	5	2	4	3	1	3	3	3	4	2	3	4	1	4	4	2	4	1	2	2	3	3	3	1	4	3	2	1	5	5	5	5	5	2	3	3	4	4	2	3	3	3	2	2	4	2	4	2	4	3	3	3	1
431	32	male	married first time	yes	high school	money/finances	no	0	2	1	3	3	3	4	3	2	2	2	3	1	1	5	2	2	5	1	3	4	3	3	2	3	3	3	2	2	1	3	4	1	1	4	5	7	7	3	3	3	2	4	3	2	4	4	3	3	4	4	1	3	1	4	4	1	2	1
432	50	male	single	yes	high school	children	no	0	3	4	5	4	4	4	2	3	1	1	4	1	2	4	2	1	4	1	4	4	3	2	1	2	1	1	1	2	1	3	3	1	1	4	6	6	7	4											4	4	1	4	1	4	4	1	1	1
433	34	female	living with partner	no	some additional training	life in general	yes		3	3	4	3	1	4	1	4	1	1	4	1	1	4	3	2	3	1	5	5	3	4	1	1	5	5	3	5	1	5	5	1	1	5	5	5	5	5											1	1	4	1	2	2	2	2	4	4
434	48	female	married first time	yes	some additional training	work	no	0	3	1	5	1	1	5	3	4	3	4	4	3	1	5	2	1	4	1	5	3	1	4	1	1	5	4	1	4	1	5	4	2	1	5	4	6	5	5	2	4	4	4	4	3	2	4	2	3	4	4	1	4	1	3	3	2	1	1
435	74	female	married first time	no	some secondary school		no	0	3	1	5	3	4	5	1	4	3	3	4	3	1	4	2	1	5	1	2	4	2	3	1	1	2	4	1	1	1	2	3	1	1	3	4	6	6	7											4	4	1	4	1	3	4	1	1	1
