id	age	sex	marital	children	educ	source	smoke	smokenum	lotr1	lotr2	lotr3	lotr4	lotr5	lotr6	mastery1	mastery2	mastery3	mastery4	mastery5	mastery6	mastery7	panas1	panas2	panas3	panas4	panas5	panas6	panas7	panas8	panas9	panas10	panas11	panas12	panas13	panas14	panas15	panas16	panas17	panas18	panas19	panas20	swls1	swls2	swls3	swls4	swls5	pss1	pss2	pss3	pss4	pss5	pss6	pss7	pss8	pss9	pss10	rses1	rses2	rses3	rses4	rses5	rses6	rses7	rses8	rses9	rses10	lotr	mastery	pss	rses	posaff	negaff
355	22	female	living with partner	no	some additional training	friendships	no	0	3	4	3	4	3	3	3	3	1	3	3	2	2	4	3	2	2	1	4	3	3	3	1	2	2	3	2	3	1	3	3	3	2	5	5	4	5	4	4	4	3	3	3	2	3	3	3	3	4	4	4	4	3	2	2	2	2	1	20	17	31	28	30	20
356	48	female	married first time	yes	undergraduate degree	work	no	0	4	4	5	5	4	5	3	3	4	4	4	4	3	4	2	1	4	1	3	4	1	4	2	2	4	4	1	4	1	4	4	2	2	6	6	6	6	5	3	2	3	2	2	3	3	2	3	2	4	4	4	4	4	4	4	4	3	4	27	25	25	39	39	15
357	22	male	single	no	undergraduate degree	life in general	no	0	4	5	4	5	4	5	3	3	1	4	3	2	2	4	2	3	4	1	4	3	2	3	1	3	3	4	2	3	1	4	4	3	2	3	6	3	3	2	3	4	4	3	3	2	2	3	4	2	3	4	4	4	4	2	2	2	2	3	27	18	30	30	36	20
358	32	male	single	no	high school	work	yes	150	4	5	3	5	4	4	3	3	4	3	4	3	3	4	2	2	4	1	4	2	3	4	2	2	3	4	2	4	2	4	3	2	2	5	4	4	3	4	2	3	3	2	2	2	2	2	3	2	4	4	4	4	4	4	3	2	4	4	25	23	23	37	36	20
359	41	female	steady relationship	no	graduate degree	work	yes	1	2	4	3	3	4	3	3	3	3	3	1	2	2	4	3	4	2	1	5	5	3	4	2	1	3	4	2	3	3	4	4	2	2	4	4	4	3	3	3	3	3	2	3	3	2	3	3	3	4	4	3	3	4	2	3	1	3	2	19	17	28	29	38	23
360	38	male	married first time	yes	some additional training	money/finances	yes	120	3	4	3	5	5	4	4	3	3	3	4	3	3	3	4	2	3	1	3	3	2	3	1	2	2	3	2	3	1	3	3	2	2	4	4	5	5	4	3	2	3	2	2	3	2	2	3	3	4	4	4	3	4	3	3	2	3	2	24	23	25	32	29	19
361	29	male	single	yes	some additional training	work	no	0	3	4	4	4	5	5	4	2	3	3	3	4	2	3	3	1	4	1	3	4	1	4	2	2	2	2	1	2	1	4	4	2	1	3	4	4	2	3	3	3	3	2	2	3	3	3	2	3	4	4	3	4	4	3	4	3	4	4	25	21	27	37	32	15
362	62	female	married first time	no	some additional training		no	0	3	4	3	2	5	4	3	4	4	4	2	3	2	2	2	1	4	2	4	4	1	4	2	2	1	3	1	3	1	4	3	2	1	3	3	4	5	4	3	3	2	3	3	3	2	2	3	3	4	4	4	4	4	3	3	4	4	4	21	22	27	38	32	15
363	41	female	divorced	yes	undergraduate degree	work	yes	5	5	5	4	4	4	4	4	4	4	4	4	4	4	3	5	2	3	1	5	4	4	4	3	3	4	4	2	2	1	3	3	2	2	5	6	6	6	4	5	1	5	1	3	2	1	2	5	5	4	4	4	4	4	4	3	4	4	4	26	28	30	39	35	25
364	31	female	single	no	undergraduate degree	work	no	0	2	4	3	3	3	4	3	2	3	3	3	3	2	4	2	1	3	2	3	4	3	3	4	4	3	3	1	2	1	3	3	1	1	4	5	5	4	4	3	3	4	3	3	3	3	3	4	2	4	4	3	4	3	3	3	3	3	3	19	19	31	33	31	20
365	41	male	married first time	no	undergraduate degree	work	no	0	2	4	4	3	3	4	2	4	4	3	3	4	4	4	2	1	4	1	4	5	1	4	3	3	4	3	1	4	1	4	3	1	1	5	3	6	6	6	3	1	2	2	2	3	3	2	3	1	4	4	4	1	2	4	3	4	4	4	20	24	22	34	39	15
366	24	male	married first time	yes	undergraduate degree	spouse/partner	no	0	4	3	4	3	2	3	3	3	3	3	3	2	2	3	3	2	3	3	3	3	3	3	3	3	3	4	2	3	2	3	3	2	1	5	6	6	6	4	2	2	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	2	2	19	19	27	28	31	24
367	48	male	married first time	yes	high school	work	no	0	3	4	4	4	4	4	2	4	4	4	4	3	4	4	4	2	4	1	4	4	2	4	1	2	3	4	1	4	1	4	4	1	1	6	6	7	7	7	3	2	3	2	3	2	2	2	2	1	4	4	4	4	4	4	4	4	3	4	23	25	22	39	39	16
368	27	male	living with partner	no	some secondary school	work	no	0	4	4	4	4	4	4	3	4	3	2	4	3	3	3	1	1	3	1	4	4	1	3	1	2	4	3	1	5	2	3	4	2	1	3	3	4	2	2	2	3	3	2	3	2	2	2	2	2	4	4	4	4	4	4	4	4	2	4	24	22	23	38	36	13
369	61	female	widowed	yes	high school	work	no	0	4	4	4	5	5	5	4	4	4	4	4	3	3	4	2	1	3	1	4	5	2	4	2	2	3	4	1	4	1	5	4	2	2	6	6	6	7	6	3	2	3	1	2	3	1	2	4	3	3	3	4	3	4	4	4	2	3	4	27	26	24	34	40	16
370	55	female	single	yes	graduate degree	work	no	0	4	5	4	5	5	4	4	4	4	4	4	4	4	4	3	2	4	1	5	3	2	4	1	1	3	4	1	3	1	4	4	1	1	5	5	5	6	6	2	3	2	2	2	3	2	2	2	2	4	4	4	4	4	4	4	4	3	4	27	28	22	39	38	14
371	37	female	living with partner	no	undergraduate degree	work	no	0	4	5	5	5	5	5	4	4	4	4	4	4	3	4	2	1	3	1	3	3	2	3	2	3	1	4	1	4	1	3	3	1	1	7	7	7	7	7	3	2	3	1	2	3	3	2	2	3	2	4	4	4	4	4	4	4	4	4	29	27	24	38	31	15
372	22	male	living with partner	no	undergraduate degree	money/finances	no	0	2	5	3	4	4	3	4	3	3	3	4	3	2	4	3	1	4	1	3	3	2	3	1	2	2	4	1	3	1	3	3	2	1	5	6	5	5	4	3	3	3	2	2	2	2	2	2	2	4	4	4	4	4	4	3	3	3	3	21	22	23	36	32	15
373	47	female	married first time	yes	some secondary school	children	no	0	4	4	4	4	4	4	3	3	2	3	3	3	3	4	3	3	2	2	4	1	2	3	1	3	1	4	3	4	2	3	4	3	3	5	5	6	6	5	3	3	3	3	3	3	3	2	3	3	4	4	3	3	3	4	3	4	4	4	24	20	29	36	30	25
374	42	male	married first time	yes	undergraduate degree	family	no	0	5	4	5	5	5	5	4	4	4	4	4	4	3	4	3	1	4	1	4	5	2	3	1	2	3	4	1	4	1	4	3	1	1	5	5	5	5	3	3	2	3	1	2	3	2	2	3	3	4	4	4	4	4	4	1	4	4	4	29	27	24	37	38	14
375	47	male	married first time	yes	graduate degree	work	no	0	3	2	4	4	4	4	3	3	4	2	4	4	3	3	2	1	3	1	4	3	2	3	2	2	4	5	1	2	1	3	4	2	1	4	4	4	5	4	2	2	3	2	2	2	2	2	3	2	4	4	4	4	1	4	4	3	4	4	21	23	22	36	34	15
376	50	female	divorced	yes	some additional training	money/finances	yes	200	3	4	3	3	4	4	2	3	1	2	4	3	2	4	2	4	5	1	4	2	3	4	2	2	3	4	2	4	2	4	5	2	1	2	2	3	4	3	4	3	3	2	2	3	2	2	3	3	4	4	4	4	4	3	3	3	2	2	21	17	27	33	39	21
377	19	male	single	no	high school	work	no	0	4	3	5	5	5	4	4	4	3	4	4	4	3	4	2	1	4	1	5	4	2	4	2	3	5	3	1	3	2	4	3	2	2	5	6	6	5	5	3	3	4	1	1	2	2	2	3	2	4	4	4	3	4	4	4	4	4	4	26	26	23	39	39	18
378	37	male	married first time	yes	some additional training	work	no	0	3	5	4	5	5	5	4	4	4	4	4	4	3	3	3	2	1	1	4	3	2	3	1	2	2	3	2	3	1	3	4	2	1	5	4	5	6	2	3	2	3	2	3	3	2	3	3	2	4	4	4	4	4	4	4	2	4	4	27	27	26	38	29	17
379	37	female	remarried	yes	high school	work	no	0	3	4	4	3	4	4	3	4	3	3	3	3	3	4	2	3	4	1	5	5	2	4	4	2	3	4	3	2	1	3	4	2	2	5	5	7	6	5	3	3	3	2	2	3	2	2	4	2	4	4	4	3	4	4	4	3	4	4	22	22	26	38	38	22
380	35	female	divorced	yes	some additional training	friendships	no	0	4	5	4	5	5	4	3	4	3	3	4	4	2	4	3	2	3	1	1	3	2	5	1	3	2	4	2	4	2	4	4	2	1	5	5	5	5	3	2	3	2	2	2	3	2	2	3	2	4	4	4	3	4	4	3	3	4	4	27	23	23	37	34	19
381	33	female	widowed	yes	some additional training	work	yes	200	1	2	2	3	4	4	3	3	3	3	4	3	2	4	2	1	3	2	3	4	1	3	1	1	3	3	1	4	2	3	3	2	1	2	3	5	6	2	2	2	2	2	2	3	3	3	3	2	3	3	4	4	4	2	2	1	4	2	16	21	24	29	33	14
382	22	female	single	no	undergraduate degree	work	no	0	3	3	3	4	2	2	4	3	3	3	4	3	4	2	2	4	3	1	5	5	1	3	1	2	4	2	4	2	2	3	2	4	4	3	3	6	6	6	3	3	4	2	3	3	2	3	4	2	4	4	4	4	4	3	4	4	3	2	17	24	29	36	31	25
383	20	female	single	no	some additional training	work	no	0	4	2	3	3	4	3	3	3	2	4	4	2	2	4	2	2	3	1	4	3	1	3	2	2	1	1	1	4	1	3	4	4	1	5	4	4	5	4	3	4	4	2	3	4	1	3	1	3	4	4	4	3	4	3	4	4	3	4	19	20	28	37	30	17
384	18	female	steady relationship	no	high school	work	no	0	3	2	3	4	5	5	3	3	4	3	4	3	4	3	3	1	1	2	5	4	3	3	2	3	1	2	1	4	1	2	3	4	3	5	6	6	6	5	2	3	4	3	3	4	3	4	3	1	3	3	3	2	2	2	3	3	1	2	22	24	30	24	28	23
385	31	female	married first time	yes	some additional training	children	no	0	5	5	5	5	5	5	3	4	4	4	4	4	4	4	2	1	3	1	4	4	1	4	1	2	4	3	1	2	2	3	3	2	1	5	6	7	6	6	3	2	3	2	2	3	2	2	3	3	4	4	4	4	4	4	4	4	4	4	30	27	25	40	34	14
386	44	male	remarried	no	undergraduate degree	life in general	no	0	3	3	3	2	4	3	4	2	3	3	4	4	4	4	2	2	4	2	4	4	1	3	1	1	4	4	2	4	1	4	4	2	2	7	7	7	6	4	3	2	3	2	2	2	2	3	2	2	4	4	4	4	4	4	4	4	2	4	18	24	23	38	39	16
387	40	male	married first time	yes	graduate degree	work	no	0	3	4	4	4	4	5	3	3	4	4	3	4	4	4	3	1	4	3	4	3	2	3	1	2	4	3	1	3	2	4	3	2	2	5	5	5	5	5	1	2	3	2	2	3	3	2	3	2	4	4	4	3	4	3	2	2	3	2	24	25	23	31	35	19
388	45	female	married first time	yes	some secondary school	work	no	0	2	5	3	1	5	5	2	3	4	3	1	4	2	2	4	1	2	1	4	3	3	3	3	3	2	4	1	2	1	2	4	2	1	5	4	4	4	6	3	2	3	2	2	3	3	3	4	3	4	4	4	2	1	4	2	4	4	4	21	19	28	33	28	20
389	36	female	married first time	yes	some additional training	children	no	0	4	4	4	5	4	5	3	4	3	3	4	2	3	2	2	1	2	1	3	5	4	4	1	4	2	3	1	2	1	3	3	2	1	4	4	4	4	4	2	3	2	3	3	4	2	2	3	3	3	3	4	3	4	3	3	2	2	4	26	22	27	31	29	18
390	31	female	married first time	yes	high school	children	no	0	1	3	2	2	4	5	4	4	1	1	1	2	4	5	5	1	5	4	2	5	4	4	1	3	4	2	1	4	1	4	2	1	1	2	2	3	7	1	2	4	4	2	4	2	1	2	3	2	4	1	1	1	2	1	1	1	4	4	17	17	26	20	37	22
391	32	male	single	no	graduate degree	work	yes	40	3	5	5	3	3	4	3	3	3	4	4	4	3	3	2	1	4	1	5	3	2	4	3	3	1	2	1	3	1	2	4	2	1	3	4	5	3	1	4	3	3	2	2	2	3	3	4	2	4	4	4	3	4	4	4	4	4	4	23	24	28	39	31	17
392	50	female	married first time	yes	some additional training	work	no	0	3	3	4	3	3	4	4	3	3	1	4	3	2	4	2	1	3	1	1	5	1	3	2	3	1	4	2	4	3	4	3	3	1	7	5	6	7	5	3	2	3	2	3	3	2	3	2	1											20	20	24		32	19
393	42	female	married first time	yes	some secondary school	family	no	0	2	4	3	4	5	5	4	4	3	3	3	4	4	4	2	2	3	1	3	3	2	3	3	2	3	3	1	4	1	3	3	1	1	5	5	5	6	5	3	2	3	3	2	3	2	2	4	3	4	4	3	3	3	3	3	3	3	4	23	25	27	33	32	16
394	29	female	steady relationship	no	undergraduate degree	work	yes	3	3	4	3	4	5	4	4	4	3	3	4	3	2	4	4	1	3	1	4	3	3	4	1	2	4	4	1	4	1	4	4	2	1	5	5	4	5	5	3	2	3	1	2	3	2	2	3	2	4	4	4	3	4	4	4	4	2	2	23	23	23	35	38	17
395	31	male	living with partner	no	graduate degree	work	no	0	3	4	3	4	2	3	3	3	3	3	3	3	4	3	1	2	3	1	4	4	1	4	1	2	3	3	2	4	2	4	3	4	2	5	5	5	6	5	2	2	3	2	3	2	2	3	2	2	3	4	4	4	4	4	4	4	4	4	19	22	23	39	35	18
396	27	female	living with partner	no	undergraduate degree	work	no	0	4	4	4	4	4	4	3	3	3	4	4	4	4	4	1	2	3	1	4	3	3	3	1	2	2	2	1	5	2	3	3	2	1	5	6	6	6	6	2	2	3	2	2	3	2	3	3	2	4	4	4	4	4	3	3	3	3	4	24	25	24	36	32	16
397	31	male	single	no	high school	work	no	0	3	3	3	4	4	4	2	3	3	4	3	4	3	4	3	1	5	1	3	4	1	3	2	3	1	3	1	4	1	3	3	1	1	3	3	3	3	2	3	3	2	2	2	3	2	2	3	2	4	4	3	4	3	4	4	3	4	4	21	22	24	37	33	15
398	78	female	widowed	no	high school	life in general	no	0	4	5	4	5	5	4	2	3	3	1	4	1	3	4	2	2	5	1	2	4	1	1	1	1	2	3	2	4	1	4	4	3	1	4	6	4	5	7	3	3	3	2	2	1	2	2	3	3	4	4	4	3	1	4	4	4	4	4	27	17	24	36	33	15
399	27	female	living with partner	no	undergraduate degree	work	no	0	4	3	4	3	4	3	2	3	3	3	4	3	4	5	2	1	2	3	4	4	2	3	1	3	3	3	1	4	2	4	4	2	1	5	5	6	6	6	3	3	4	3	2	2	3	3	3	2	4	3	3	3	4	3	3	3	3	2	21	22	28	31	36	18
400	28	female	married first time	no	some secondary school	work	no	0	2	4	3	4	3	1	3	4	4	4	1	3	2	4	2	2	4	1	2	4	3	4	2	2	2	3	1	5	1	3	2	2	1	5	6	5	4	4	2	3	4	3	2	3	4	1	3	3	3	3	3	3	2	4	2	3	3	3	17	21	28	29	33	17
401	42	male	married first time	yes	high school	work	no	0	4	4	4	5	5	5	3	4	2	3	4	3	2	4	2	1	4	2	3	3	1	3	2	2	4	3	1	2	1	4	3	2	1	5	5	6	7	6	3	2	2	2	2	3	3	2	4	2	4	4	4	4	4	4	4	3	3	3	27	21	25	37	33	15
402	42	female	separated	no	graduate degree	money/finances	yes	7	4	5	1	1	2	5	2	4	2	1	1	1	1	3	3	1	4	1	5	5	2	5	3	1	2	1	1	2	1	3	3	1	1	5	5	1	4	5	3	5	3	1	2	2	1	2	3	3	4	4	4	1	4	1	2	1	1	1	18	12	25	23	33	15
403	34	female	married first time	yes	high school	family	no	0	4	3	4	4	4	4	3	4	3	4	4	3	3	4	3	1	4	1	2	4	2	4	2	1	3	3	1	4	1	4	4	2	1	6	6	6	6	6	2	2	3	2	2	3	2	2	3	2	4	4	4	4	4	4	4	4	4	4	23	24	23	40	36	15
404	21	female	steady relationship	no	undergraduate degree	friendships	no	0	5	4	4	4	5	5	4	4	2	4	4	1	1	5	2	2	4	1	4	4	1	3	2	3	2	2	2	3	1	3	4	5	4	7	7	7	7	7	3	5	4	2	1	1	3	3	5	3	4	4	4	4	4	4	4	3	1	2	27	20	30	34	34	23
405	33	female	single	no	some additional training	work	no	0	3	4	3	3	5	4	4	4	2	4	4	4	3	3	1	1	3	1	4	5	2	3	1	2	2	3	1	5	4	3	3	1	1	4	5	5	2	2	3	3	3	2	2	2	2	2	3	2	3	4	4	4	4	3	3	4	4	2	22	25	24	35	34	15
406	28	female	living with partner	no	some additional training	work	no	0	4	3	4	5	5	4	3	4	3	3	4	4	4	5	2	1	3	1	5	4	2	4	1	4	3	3	1	3	2	3	3	1	1	5	5	5	6	4	2	2	3	2	2	3	3	2	2	2	4	4	4	4	4	3	3	4	4	4	25	25	23	38	36	16
407	23	female	steady relationship	no	undergraduate degree	work	no	0	3	3	4	4	2	4	3	3	4	4	3	4	4	5	3	2	3	1	4	5	2	3	2	2	3	4	1	4	2	3	4	2	1	5	4	6	5	4	3	3	3	2	2	3	3	2	3	2	4	4	4	4	4	3	3	3	3	4	20	25	26	36	38	18
408	21	female	single	no	undergraduate degree	money/finances	no	0	3	3	3	3	4	4	4	4	4	4	4	3	3	3	2	1	3	1	3	4	1	3	2	2	3	3	2	3	2	3	3	3	2	2	2	5	5	5	2	2	4	2	3	2	2	2	3	3	4	4	4	3	4	4	3	3	4	4	20	26	25	37	31	18
409	38	female	married first time	yes	some additional training	family	no	0	3	4	3	4	4	3	3	3	3	3	4	4	4	4	3	2	4	1	3	4	3	4	1	3	2	2	2	3	2	3	3	2	1	4	4	4	5	3	3	2	3	2	3	2	3	3	3	1	3	3	3	3	3	3	3	4	3	4	21	24	25	32	32	20
410	21	female	single	no	undergraduate degree	work	no	0	3	4	3	3	3	3	3	3	2	2	3	2	2	4	3	2	3	1	4	4	3	2	2	2	4	4	2	4	2	4	4	2	2	3	5	5	5	5	3	3	3	2	2	3	2	2	3	3	3	3	3	3	3	3	3	2	2	1	19	17	26	26	37	21
411	22	male	single	no	high school	life in general	no	0	4	4	4	4	4	4	3	3	4	3	4	3	3	3	2	1	4	2	4	3	2	3	2	2	4	4	2	3	3	3	3	3	3	4	5	5	5	1	3	3	4	2	2	3	2	2	3	2	4	4	3	3	3	3	3	2	2	2	24	23	26	29	34	22
412	28	male	living with partner	no	some additional training		no	0	5	5	3	2	3	4	2	4	2	4	4	4	3	3	3	2	4	2	5	4	3	4	1	2	2	3	2	4	2	4	4	2	1	6	6	5	5	3	4	2	3	2	2	1	4	2	3	2	4	4	4	4	4	2	3	3	4	2	22	23	25	34	37	20
413	45	female	married first time	yes	graduate degree	work	no	0	2	3	4	4	4	4	4	4	2	4	4	4	3	4	4	2	2	1	5	3	3	4	2	3	3	3	1	3	2	4	5	3	1	5	5	5	3	1	3	3	4	2	2	2	3	2	5	2	4	3	4	4	3	2	2	3	2	3	21	25	28	30	36	22
414	23	male	single	no	graduate degree	work	no	0	3	3	4	2	2	4	3	4	4	4	3	4	3	4	2	1	3	1	4	5	1	3	3	3	3	3	1	4	3	4	4	1	1	6	7	6	6	7	4	2	4	2	3	2	2	2	3	2	4	4	4	4	4	4	4	4	4	4	18	25	26	40	37	17
415	23	female	steady relationship	no	graduate degree	health/illness	no	0	2	4	2	4	3	2	3	3	3	3	3	3	3	3	4	2	3	1	3	2	2	3	2	4	3	3	2	4	1	3	3	3	1	4	4	4	4	4	3	3	4	3	3	2	4	2	2	2	4	4	4	3	2	3	3	2	2	4	17	21	28	31	30	22
416	25	female	single	no	some additional training	work	no	0	3	3	3	3	4	4	4	3	3	2	3	3	3	4	3	2	2	1	2	3	2	1	1	3	3	4	2	4	2	4	3	2	1	2	3	3	2	1	3	3	4	3	2	2	3	3	3	2	3	3	3	3	2	1	1	1	1	3	20	21	28	21	30	19
417	35	female	single	no	graduate degree	work	no	0	4	4	5	4	5	5	3	4	3	4	4	4	4	4	4	2	2	1	5	3	3	3	2	3	2	3	2	3	1	3	3	4	1	5	6	5	6	5	5	5	4	1	3	2	1	3	4	1	4	4	4	4	4	3	4	4	1	1	27	26	29	33	31	23
418	21	male	single	no	high school	work	no	0	4	3	4	3	3	3	3	4	3	3	4	3	3	4	1	1	4	1	3	3	2	4	2	2	4	3	1	4	2	4	4	3	2	5	4	5	4	5	2	3	2	2	3	2	3	3	3	2	3	3	3	4	3	3	3	3	2	3	20	23	25	30	37	17
419	40	female	remarried	no	undergraduate degree	work	no	0	3	2	3	2	4	4	3	3	4	3	3	1	3	3	1	2	4	1	4	5	2	3	2	2	2	3	1	4	1	3	3	2	2	5	6	6	6	4	3	2	3	3	2	3	2	2	2	3	3	4	4	3	4	3	3	1	2	3	18	20	25	30	34	16
420	35	female	married first time	yes	some additional training		yes	100	5	5	4	5	5	5	2	3	3	3	4	2	3	3	3	1	3	1	2	4	1	3	2	2	4	4	1	4	2	4	4	2	1	6	6	6	6	6	3	3	2	2	3	3	3	3	2	1	4	4	4	4	4	4	4	1	4	4	29	20	25	37	35	16
421	26	male	single	no	undergraduate degree	work	no	0	3	3	2	2	2	2	3	3	3	4	4	3	4	3	2	2	3	2	4	5	2	4	3	2	3	2	2	4	1	4	3	3	3	5	4	6	5	7	2	5	3	1	3	5	1	3	2	3	4	4	3	3	4	3	3	1	1	3	14	24	28	29	35	22
422	48	male	divorced	no	undergraduate degree	work	yes	140	3	2	3	4	4	2	3	3	4	4	4	3	3	4	4	2	3	1	4	4	3	4	1	1	3	4	2	3	1	4	4	2	2	4	3	5	3	4	3	2	4	1	3	3	2	2	3	3	4	4	4	3	4	3	4	2	3	4	18	24	26	35	37	19
423	54	male	married first time	yes	graduate degree	work	no	0	3	4	3	4	4	4	3	3	3	3	3	3	2	4	3	1	2	1	4	4	2	3	3	4	4	3	1	2	1	4	3	2	2	5	5	5	6	3	3	2	4	2	2	4	3	3	3	3	4	4	4	4	4	3	3	4	4	4	22	20	29	38	33	20
424	36	female	married first time	yes	undergraduate degree		no	0	4	3	5	3	4	5	1	3	4	1	4	4	3	4	4	1	4	1	5	4	3	4	2	2	2	4	1	1	1	3	2	3	4	4	4	5	6	4	4	3	4	2	3	2	2	3	2	2	4	4	4	3	4	4	4	4	4	4	24	20	27	39	33	22
425	48	female	divorced	no	some additional training	children			3	4	4	1	4	5	3	4	1	2	4	2	4	2	2	1	3	1	4	2	4	3	4	4	4	3	1	4	1	3	3	2	1	5	5	5	3	1	3	3	3	2	2	3	4	2	4	3	4	4	4	4	4	3	3	2	2	4	21	20	29	34	31	21
426	35	female	single	no	some additional training	work	yes	100	3	3	3	3	3	3	3	3	3	3	3	3	2	4	3	2	3	1	4	3	3	3	2	2	2	4	2	3	1	3	4	3	3	4	4	4	2	2	3	2	4	3	3	3	3	3	3	2	4	4	3	4	1	3	3	2	2	3	18	20	29	29	33	22
427	67	female	married first time	no	some secondary school	spouse/partner	no	0	3	4	4	4	5	3	3	4	2	2	2	2	2	3	4	1	3	1	3	5	3	2	1	2	3	5	2	2	1	4	5	1	1	4	3	4	5	4	3	3	3	2	3	3	2	3	1	2	4	4	4	4	4	4	3	4	3	4	23	17	25	38	35	17
428	47	female	remarried	yes	some additional training	work	no	0	3	5	4	3	5	3	3	3	3	3	3	2	2	4	2	1	4	1	3	3	1	3	2	3	2	4	2	3	4	4	3	2	1	6	6	4	7	4	3	3	3	3	2	3	3	2	3	3	3	3	4	3	4	3	3	3	2	3	23	19	28	31	33	19
429	21	female	single	no	undergraduate degree	work	no	0	3	3	4	4	4	4	3	3	3	3	3	3	3	4	3	2	3	2	4	4	2	3	1	2	3	3	2	4	1	3	4	2	2	5	6	5	5	5	3	2	3	2	3	2	2	3	3	2	3	4	4	3	4	3	3	4	4	4	22	21	25	36	35	19
430	24	male	steady relationship	no	undergraduate degree	money/finances	no	0	3	3	5	3	2	5	3	4	2	4	3	2	2	4	2	3	4	1	4	4	2	4	1	2	2	3	3	3	1	4	3	2	1	5	5	5	5	5	2	3	3	2	2	2	3	3	3	2	2	4	3	4	3	4	3	2	2	4	21	20	25	31	35	18
431	32	male	married first time	yes	high school	money/finances	no	0	2	5	3	3	3	4	2	2	3	3	3	4	4	5	2	2	5	1	3	4	3	3	2	3	3	3	2	2	1	3	4	1	1	4	5	7	7	3	3	3	2	2	3	2	2	2	3	3	4	4	4	3	4	4	4	4	3	4	20	21	25	38	35	18
432	50	male	single	yes	high school	children	no	0	3	2	5	2	2	4	3	3	4	4	4	4	3	4	2	1	4	1	4	4	3	2	1	2	1	1	1	2	1	3	3	1	1	4	6	6	7	4											4	4	4	4	4	4	4	4	4	4	18	25		40	28	14
433	34	female	living with partner	no	some additional training	life in general	yes		3	3	4	3	5	4	4	4	4	4	4	4	4	4	3	2	3	1	5	5	3	4	1	1	5	5	3	5	1	5	5	1	1	5	5	5	5	5											1	1	1	1	3	2	2	3	1	1	22	28		16	46	17
434	48	female	married first time	yes	some additional training	work	no	0	3	5	5	5	5	5	2	4	2	1	4	2	4	5	2	1	4	1	5	3	1	4	1	1	5	4	1	4	1	5	4	2	1	5	4	6	5	5	2	4	4	2	2	3	4	2	2	3	4	4	4	4	4	3	3	3	4	4	28	19	28	37	43	12
435	74	female	married first time	no	some secondary school		no	0	3	5	5	3	2	5	4	4	2	2	4	2	4	4	2	1	5	1	2	4	2	3	1	1	2	4	1	1	1	2	3	1	1	3	4	6	6	7											4	4	4	4	4	3	4	4	4	4	23	22		39	30	12
